"Story","Title","Result","Date","Stability","Duration (s)"
"Como usuario de registro inmobiliario","Intento de realizar login exitoso en la web de registro inmobiliario","SUCCESS","2022-02-18T19:04:49.351-05:00[America/Bogota]","0.0","10.24"
